countyname,fips,learning_modality,state,abbreviation,year,student_count
Creek County,40037,Remote,Oklahoma,OK,2021,852
Creek County,40037,Remote,Oklahoma,OK,2022,504
Crenshaw County,1041,Hybrid,Alabama,AL,2022,2249
Crenshaw County,1041,In Person,Alabama,AL,2021,48000
Crenshaw County,1041,In Person,Alabama,AL,2022,94128
Crisp County,13081,In Person,Georgia,GA,2021,10294
Crisp County,13081,In Person,Georgia,GA,2022,51470
Crittenden County,5035,Hybrid,Arkansas,AR,2022,9325
Crittenden County,5035,In Person,Arkansas,AR,2021,49325
Crittenden County,5035,In Person,Arkansas,AR,2022,98650
Crittenden County,21055,Hybrid,Kentucky,KY,2021,2886
Crittenden County,21055,Hybrid,Kentucky,KY,2022,14430
Crittenden County,21055,In Person,Kentucky,KY,2021,9950
Crittenden County,21055,In Person,Kentucky,KY,2022,19900
Crockett County,47033,In Person,Tennessee,TN,2021,21345
Crockett County,47033,In Person,Tennessee,TN,2022,42690
Crockett County,48105,In Person,Texas,TX,2021,4055
Crockett County,48105,In Person,Texas,TX,2022,8110
Crook County,41013,In Person,Oregon,OR,2021,52705
Crook County,41013,In Person,Oregon,OR,2022,105410
Crook County,56011,In Person,Wyoming,WY,2021,6005
Crook County,56011,In Person,Wyoming,WY,2022,12010
Crosby County,48107,Hybrid,Texas,TX,2022,332
Crosby County,48107,In Person,Texas,TX,2021,5355
Crosby County,48107,In Person,Texas,TX,2022,10710
Cross County,5037,Hybrid,Arkansas,AR,2022,2635
Cross County,5037,In Person,Arkansas,AR,2021,20210
Cross County,5037,In Person,Arkansas,AR,2022,42283
Crow Wing County,27035,In Person,Minnesota,MN,2021,59540
Crow Wing County,27035,In Person,Minnesota,MN,2022,123025
Crowley County,8025,In Person,Colorado,CO,2021,2125
Crowley County,8025,In Person,Colorado,CO,2022,5433
Culberson County,48109,In Person,Texas,TX,2021,1930
Culberson County,48109,In Person,Texas,TX,2022,3860
Cullman County,1043,Hybrid,Alabama,AL,2021,24462
Cullman County,1043,Hybrid,Alabama,AL,2022,15113
Cullman County,1043,In Person,Alabama,AL,2021,114095
Cullman County,1043,In Person,Alabama,AL,2022,213160
Culpeper County,51047,Hybrid,Virginia,VA,2021,47764
Culpeper County,51047,In Person,Virginia,VA,2021,217895
Culpeper County,51047,In Person,Virginia,VA,2022,402247
Cumberland County,17035,In Person,Illinois,IL,2021,33285
Cumberland County,17035,In Person,Illinois,IL,2022,62283
Cumberland County,21057,Hybrid,Kentucky,KY,2022,4674
Cumberland County,21057,In Person,Kentucky,KY,2021,22160
Cumberland County,21057,In Person,Kentucky,KY,2022,39646
Cumberland County,23005,Hybrid,Maine,ME,2021,15940
Cumberland County,23005,Hybrid,Maine,ME,2022,28463
Cumberland County,23005,In Person,Maine,ME,2021,197780
Cumberland County,23005,In Person,Maine,ME,2022,395101
Cumberland County,34011,Hybrid,New Jersey,NJ,2021,6973
Cumberland County,34011,Hybrid,New Jersey,NJ,2022,10753
Cumberland County,34011,In Person,New Jersey,NJ,2021,143141
Cumberland County,34011,In Person,New Jersey,NJ,2022,297360
Cumberland County,34011,Remote,New Jersey,NJ,2022,6454
Cumberland County,37051,Hybrid,North Carolina,NC,2021,101500
Cumberland County,37051,In Person,North Carolina,NC,2021,261282
Cumberland County,37051,In Person,North Carolina,NC,2022,519512
Cumberland County,42041,Hybrid,Pennsylvania,PA,2021,6745
Cumberland County,42041,Hybrid,Pennsylvania,PA,2022,6452
Cumberland County,42041,In Person,Pennsylvania,PA,2021,180280
Cumberland County,42041,In Person,Pennsylvania,PA,2022,342923
Cumberland County,47035,In Person,Tennessee,TN,2021,56250
Cumberland County,47035,In Person,Tennessee,TN,2022,112500
Cumberland County,51049,In Person,Virginia,VA,2021,38610
Cumberland County,51049,In Person,Virginia,VA,2022,64182
Cuming County,31039,In Person,Nebraska,NE,2021,13445
Cuming County,31039,In Person,Nebraska,NE,2022,24118
Currituck County,37053,Hybrid,North Carolina,NC,2021,4226
Currituck County,37053,In Person,North Carolina,NC,2021,21168
Currituck County,37053,In Person,North Carolina,NC,2022,42526
Curry County,35009,Hybrid,New Mexico,NM,2021,8115
Curry County,35009,In Person,New Mexico,NM,2021,44969
Curry County,35009,In Person,New Mexico,NM,2022,89950
Curry County,41015,In Person,Oregon,OR,2021,11265
Curry County,41015,In Person,Oregon,OR,2022,22530
Custer County,8027,Hybrid,Colorado,CO,2022,1398
Custer County,8027,In Person,Colorado,CO,2021,10110
Custer County,8027,In Person,Colorado,CO,2022,16026
Custer County,16037,In Person,Idaho,ID,2021,1610
Custer County,16037,In Person,Idaho,ID,2022,3220
Custer County,30017,In Person,Montana,MT,2021,7654
Custer County,30017,In Person,Montana,MT,2022,14103
Custer County,31041,Hybrid,Nebraska,NE,2022,289
Custer County,31041,In Person,Nebraska,NE,2021,8591
Custer County,31041,In Person,Nebraska,NE,2022,18919
Custer County,40039,Hybrid,Oklahoma,OK,2022,2183
Custer County,40039,In Person,Oklahoma,OK,2021,27985
Custer County,40039,In Person,Oklahoma,OK,2022,54524
Custer County,46033,Hybrid,South Dakota,SD,2022,930
Custer County,46033,In Person,South Dakota,SD,2021,5460
Custer County,46033,In Person,South Dakota,SD,2022,11050
Cuyahoga County,39035,Hybrid,Ohio,OH,2021,99164
Cuyahoga County,39035,Hybrid,Ohio,OH,2022,86819
Cuyahoga County,39035,In Person,Ohio,OH,2021,790135
Cuyahoga County,39035,In Person,Ohio,OH,2022,1546548
Cuyahoga County,39035,Remote,Ohio,OH,2021,3168
Cuyahoga County,39035,Remote,Ohio,OH,2022,44056
Dade County,13083,Hybrid,Georgia,GA,2021,4398
Dade County,13083,In Person,Georgia,GA,2021,10995
Dade County,13083,In Person,Georgia,GA,2022,15393
Dade County,29057,Hybrid,Missouri,MO,2022,357
Dade County,29057,In Person,Missouri,MO,2021,10874
Dade County,29057,In Person,Missouri,MO,2022,20986
Daggett County,49009,In Person,Utah,UT,2021,1095
Daggett County,49009,In Person,Utah,UT,2022,2190
Dakota County,27037,Hybrid,Minnesota,MN,2021,38000
Dakota County,27037,Hybrid,Minnesota,MN,2022,49658
Dakota County,27037,In Person,Minnesota,MN,2021,404376
Dakota County,27037,In Person,Minnesota,MN,2022,808572
Dakota County,27037,Remote,Minnesota,MN,2021,8603
Dakota County,31043,Hybrid,Nebraska,NE,2022,3838
Dakota County,31043,In Person,Nebraska,NE,2021,23446
Dakota County,31043,In Person,Nebraska,NE,2022,46241
Dale County,1045,In Person,Alabama,AL,2021,66645
Dale County,1045,In Person,Alabama,AL,2022,133290
Dallam County,48111,In Person,Texas,TX,2021,8455
Dallam County,48111,In Person,Texas,TX,2022,18820
Dallas County,1047,In Person,Alabama,AL,2021,14260
Dallas County,1047,In Person,Alabama,AL,2022,57320
Dallas County,5039,In Person,Arkansas,AR,2021,3890
Dallas County,5039,In Person,Arkansas,AR,2022,7780
Dallas County,19049,In Person,Iowa,IA,2021,111835
Dallas County,19049,In Person,Iowa,IA,2022,224538
Dallas County,29059,Hybrid,Missouri,MO,2022,6792
Dallas County,29059,In Person,Missouri,MO,2021,45847
Dallas County,29059,In Person,Missouri,MO,2022,89319
Dallas County,48113,Hybrid,Texas,TX,2021,120429
Dallas County,48113,Hybrid,Texas,TX,2022,131002
Dallas County,48113,In Person,Texas,TX,2021,3126834
Dallas County,48113,In Person,Texas,TX,2022,6263343
Dallas County,48113,Remote,Texas,TX,2021,1572
Dane County,55025,Hybrid,Wisconsin,WI,2021,1676
Dane County,55025,Hybrid,Wisconsin,WI,2022,26842
Dane County,55025,In Person,Wisconsin,WI,2021,430100
Dane County,55025,In Person,Wisconsin,WI,2022,861609
Daniels County,30019,In Person,Montana,MT,2021,1365
Daniels County,30019,In Person,Montana,MT,2022,2730
Danville city,51590,In Person,Virginia,VA,2021,17106
Danville city,51590,In Person,Virginia,VA,2022,17106
Dare County,37055,Hybrid,North Carolina,NC,2022,10776
Dare County,37055,In Person,North Carolina,NC,2021,26940
Dare County,37055,In Person,North Carolina,NC,2022,53880
Darke County,39037,In Person,Ohio,OH,2021,78428
Darke County,39037,In Person,Ohio,OH,2022,139748
Darlington County,45031,In Person,South Carolina,SC,2021,133780
Darlington County,45031,In Person,South Carolina,SC,2022,264647
Dauphin County,42043,Hybrid,Pennsylvania,PA,2021,11275
Dauphin County,42043,Hybrid,Pennsylvania,PA,2022,16126
Dauphin County,42043,In Person,Pennsylvania,PA,2021,233815
Dauphin County,42043,In Person,Pennsylvania,PA,2022,452864
Dauphin County,42043,Remote,Pennsylvania,PA,2021,15916
Dauphin County,42043,Remote,Pennsylvania,PA,2022,53092
Davidson County,37057,Hybrid,North Carolina,NC,2021,7328
Davidson County,37057,Hybrid,North Carolina,NC,2022,4004
Davidson County,37057,In Person,North Carolina,NC,2021,123343
Davidson County,37057,In Person,North Carolina,NC,2022,256408
Davidson County,47037,Hybrid,Tennessee,TN,2021,47424
Davidson County,47037,Hybrid,Tennessee,TN,2022,6037
Davidson County,47037,In Person,Tennessee,TN,2021,743865
Davidson County,47037,In Person,Tennessee,TN,2022,1451355
Davie County,37059,In Person,North Carolina,NC,2021,57305
Davie County,37059,In Person,North Carolina,NC,2022,114610
Daviess County,18027,In Person,Indiana,IN,2021,22240
Daviess County,18027,In Person,Indiana,IN,2022,31136
Daviess County,21059,Hybrid,Kentucky,KY,2021,3232
Daviess County,21059,In Person,Kentucky,KY,2021,102280
Daviess County,21059,In Person,Kentucky,KY,2022,194864
Daviess County,29061,In Person,Missouri,MO,2021,18635
Daviess County,29061,In Person,Missouri,MO,2022,37270
Davis County,19051,Hybrid,Iowa,IA,2022,1051
Davis County,19051,In Person,Iowa,IA,2021,12665
Davis County,19051,In Person,Iowa,IA,2022,21430
Davis County,49011,Hybrid,Utah,UT,2021,850
Davis County,49011,Hybrid,Utah,UT,2022,111697
Davis County,49011,In Person,Utah,UT,2021,590555
Davis County,49011,In Person,Utah,UT,2022,1170730
Davis County,49011,Remote,Utah,UT,2022,3458
Davison County,46035,In Person,South Dakota,SD,2021,16445
Davison County,46035,In Person,South Dakota,SD,2022,32890
Dawes County,31045,In Person,Nebraska,NE,2021,7975
Dawes County,31045,In Person,Nebraska,NE,2022,15392
Dawson County,13085,In Person,Georgia,GA,2021,59135
Dawson County,13085,In Person,Georgia,GA,2022,93709
Dawson County,30021,In Person,Montana,MT,2021,6342
Dawson County,30021,In Person,Montana,MT,2022,12936
Dawson County,31047,In Person,Nebraska,NE,2021,30470
Dawson County,31047,In Person,Nebraska,NE,2022,60160
Dawson County,48115,In Person,Texas,TX,2021,12545
Dawson County,48115,In Person,Texas,TX,2022,27810
Day County,46037,In Person,South Dakota,SD,2021,7795
Day County,46037,In Person,South Dakota,SD,2022,14348
De Baca County,35011,In Person,New Mexico,NM,2021,1395
De Baca County,35011,In Person,New Mexico,NM,2022,2790
De Soto Parish,22031,In Person,Louisiana,LA,2021,24730
De Soto Parish,22031,In Person,Louisiana,LA,2022,49460
De Witt County,17039,Hybrid,Illinois,IL,2021,938
De Witt County,17039,In Person,Illinois,IL,2021,16990
De Witt County,17039,In Person,Illinois,IL,2022,33980
DeKalb County,1049,Hybrid,Alabama,AL,2021,17946
DeKalb County,1049,Hybrid,Alabama,AL,2022,8973
DeKalb County,1049,In Person,Alabama,AL,2021,81440
DeKalb County,1049,In Person,Alabama,AL,2022,152725
DeKalb County,13089,Hybrid,Georgia,GA,2021,385394
DeKalb County,13089,Hybrid,Georgia,GA,2022,209262
DeKalb County,13089,In Person,Georgia,GA,2021,1083330
DeKalb County,13089,In Person,Georgia,GA,2022,2164448
DeKalb County,13089,Remote,Georgia,GA,2022,16565
DeKalb County,17037,In Person,Illinois,IL,2021,130010
DeKalb County,17037,In Person,Illinois,IL,2022,241498
DeKalb County,18033,Hybrid,Indiana,IN,2022,299
DeKalb County,18033,In Person,Indiana,IN,2021,35510
DeKalb County,18033,In Person,Indiana,IN,2022,81712
DeKalb County,29063,Hybrid,Missouri,MO,2022,144
DeKalb County,29063,In Person,Missouri,MO,2021,16645
DeKalb County,29063,In Person,Missouri,MO,2022,32597
DeKalb County,47041,In Person,Tennessee,TN,2021,34560
DeKalb County,47041,In Person,Tennessee,TN,2022,69120
DeSoto County,12027,In Person,Florida,FL,2021,24695
DeSoto County,12027,In Person,Florida,FL,2022,34573
DeSoto County,28033,Hybrid,Mississippi,MS,2021,104256
DeSoto County,28033,In Person,Mississippi,MS,2021,115576
DeSoto County,28033,In Person,Mississippi,MS,2022,370160
DeWitt County,48123,In Person,Texas,TX,2021,22000
DeWitt County,48123,In Person,Texas,TX,2022,39068
Deaf Smith County,48117,In Person,Texas,TX,2021,915
Deaf Smith County,48117,In Person,Texas,TX,2022,1728
Dearborn County,18029,In Person,Indiana,IN,2021,45215
Dearborn County,18029,In Person,Indiana,IN,2022,105557
Decatur County,13087,In Person,Georgia,GA,2021,17132
Decatur County,13087,In Person,Georgia,GA,2022,72120
Decatur County,18031,In Person,Indiana,IN,2021,35160
Decatur County,18031,In Person,Indiana,IN,2022,70320
Decatur County,19053,In Person,Iowa,IA,2021,5210
Decatur County,19053,In Person,Iowa,IA,2022,8305
Decatur County,20039,In Person,Kansas,KS,2021,1875
Decatur County,20039,In Person,Kansas,KS,2022,3750
Decatur County,47039,In Person,Tennessee,TN,2021,8005
Decatur County,47039,In Person,Tennessee,TN,2022,16010
Deer Lodge County,30023,Hybrid,Montana,MT,2022,313
Deer Lodge County,30023,In Person,Montana,MT,2021,8045
Deer Lodge County,30023,In Person,Montana,MT,2022,15529
Defiance County,39039,In Person,Ohio,OH,2021,56101
Defiance County,39039,In Person,Ohio,OH,2022,106030
Del Norte County,6015,In Person,California,CA,2021,20260
Del Norte County,6015,In Person,California,CA,2022,40520
Delaware County,18035,Hybrid,Indiana,IN,2022,3207
Delaware County,18035,In Person,Indiana,IN,2021,90958
Delaware County,18035,In Person,Indiana,IN,2022,200578
Delaware County,19055,In Person,Iowa,IA,2021,18750
Delaware County,19055,In Person,Iowa,IA,2022,33180
Delaware County,36025,Hybrid,New York,NY,2021,363
Delaware County,36025,Hybrid,New York,NY,2022,363
Delaware County,36025,In Person,New York,NY,2021,37895
Delaware County,36025,In Person,New York,NY,2022,76753
Delaware County,39041,Hybrid,Ohio,OH,2021,59422
Delaware County,39041,Hybrid,Ohio,OH,2022,30348
Delaware County,39041,In Person,Ohio,OH,2021,399751
Delaware County,39041,In Person,Ohio,OH,2022,823260
Delaware County,40041,Hybrid,Oklahoma,OK,2021,101
Delaware County,40041,Hybrid,Oklahoma,OK,2022,4120
Delaware County,40041,In Person,Oklahoma,OK,2021,38265
Delaware County,40041,In Person,Oklahoma,OK,2022,77860
Delaware County,42045,Hybrid,Pennsylvania,PA,2021,12714
Delaware County,42045,Hybrid,Pennsylvania,PA,2022,35274
Delaware County,42045,In Person,Pennsylvania,PA,2021,446962
Delaware County,42045,In Person,Pennsylvania,PA,2022,882961
Delaware County,42045,Remote,Pennsylvania,PA,2022,2789
Delta County,8029,In Person,Colorado,CO,2021,25160
Delta County,8029,In Person,Colorado,CO,2022,50320
Delta County,26041,In Person,Michigan,MI,2021,22515
Delta County,26041,In Person,Michigan,MI,2022,44556
Delta County,48119,In Person,Texas,TX,2021,10091
Delta County,48119,In Person,Texas,TX,2022,18658
Denali Borough,2068,In Person,Alaska,AK,2021,4965
Denali Borough,2068,In Person,Alaska,AK,2022,9930
Dent County,29065,In Person,Missouri,MO,2021,32080
Dent County,29065,In Person,Missouri,MO,2022,63779
Denton County,48121,Hybrid,Texas,TX,2021,27416
Denton County,48121,Hybrid,Texas,TX,2022,90781
Denton County,48121,In Person,Texas,TX,2021,980157
Denton County,48121,In Person,Texas,TX,2022,1947452
Denver County,8031,Hybrid,Colorado,CO,2021,283039
Denver County,8031,Hybrid,Colorado,CO,2022,98753
Denver County,8031,In Person,Colorado,CO,2021,1027885
Denver County,8031,In Person,Colorado,CO,2022,2055770
Denver County,8031,Remote,Colorado,CO,2022,6610
Des Moines County,19057,In Person,Iowa,IA,2021,26402
Des Moines County,19057,In Person,Iowa,IA,2022,60503
Deschutes County,41017,In Person,Oregon,OR,2021,40665
Deschutes County,41017,In Person,Oregon,OR,2022,82435
Desha County,5041,In Person,Arkansas,AR,2021,11365
Desha County,5041,In Person,Arkansas,AR,2022,27510
Deuel County,31049,In Person,Nebraska,NE,2021,1955
Deuel County,31049,In Person,Nebraska,NE,2022,2737
Deuel County,46039,In Person,South Dakota,SD,2021,4040
Deuel County,46039,In Person,South Dakota,SD,2022,7240
Dewey County,40043,In Person,Oklahoma,OK,2021,2474
Dewey County,40043,In Person,Oklahoma,OK,2022,6200
Dewey County,46041,In Person,South Dakota,SD,2021,3515
Dewey County,46041,In Person,South Dakota,SD,2022,7030
Dickens County,48125,In Person,Texas,TX,2021,1725
Dickens County,48125,In Person,Texas,TX,2022,3450
Dickenson County,51051,In Person,Virginia,VA,2021,10320
Dickenson County,51051,In Person,Virginia,VA,2022,20640
Dickey County,38021,In Person,North Dakota,ND,2021,9370
Dickey County,38021,In Person,North Dakota,ND,2022,17162
Dickinson County,19059,Hybrid,Iowa,IA,2022,1299
Dickinson County,19059,In Person,Iowa,IA,2021,18945
Dickinson County,19059,In Person,Iowa,IA,2022,37890
Dickinson County,20041,Hybrid,Kansas,KS,2022,7463
Dickinson County,20041,In Person,Kansas,KS,2021,56295
Dickinson County,20041,In Person,Kansas,KS,2022,107925
Dickinson County,26043,Hybrid,Michigan,MI,2022,648
Dickinson County,26043,In Person,Michigan,MI,2021,20545
Dickinson County,26043,In Person,Michigan,MI,2022,40325
Dickson County,47043,In Person,Tennessee,TN,2021,41200
Dickson County,47043,In Person,Tennessee,TN,2022,82400
Dillingham Census Area,2070,In Person,Alaska,AK,2021,3180
Dillingham Census Area,2070,In Person,Alaska,AK,2022,6360
Dillon County,45033,Hybrid,South Carolina,SC,2022,4006
Dillon County,45033,In Person,South Carolina,SC,2021,41850
Dillon County,45033,In Person,South Carolina,SC,2022,67318
Dimmit County,48127,In Person,Texas,TX,2021,20215
Dimmit County,48127,In Person,Texas,TX,2022,40430
Dimmit County,48127,Remote,Texas,TX,2022,2133
Dinwiddie County,51053,In Person,Virginia,VA,2021,48235
Dinwiddie County,51053,In Person,Virginia,VA,2022,80156
District of Columbia,11001,Hybrid,District of Columbia,DC,2021,51898
District of Columbia,11001,Hybrid,District of Columbia,DC,2022,70852
District of Columbia,11001,In Person,District of Columbia,DC,2021,432449
District of Columbia,11001,In Person,District of Columbia,DC,2022,872172
District of Columbia,11001,Remote,District of Columbia,DC,2022,1001
Divide County,38023,In Person,North Dakota,ND,2021,1719
Divide County,38023,In Person,North Dakota,ND,2022,5730
Dixie County,12029,In Person,Florida,FL,2021,2234
Dixie County,12029,In Person,Florida,FL,2022,15638
Dixon County,31051,In Person,Nebraska,NE,2021,12458
Dixon County,31051,In Person,Nebraska,NE,2022,24501
Doddridge County,54017,In Person,West Virginia,WV,2021,5605
Doddridge County,54017,In Person,West Virginia,WV,2022,11210
Dodge County,13091,In Person,Georgia,GA,2021,28050
Dodge County,13091,In Person,Georgia,GA,2022,56100
Dodge County,27039,Hybrid,Minnesota,MN,2021,2078
Dodge County,27039,Hybrid,Minnesota,MN,2022,5789
Dodge County,27039,In Person,Minnesota,MN,2021,66675
Dodge County,27039,In Person,Minnesota,MN,2022,127878
Dodge County,31053,Hybrid,Nebraska,NE,2022,618
